model,model_tag,attack,eps,feature_name,mean_abs_delta_raw,std_abs_delta_raw,min_abs_delta_raw,max_abs_delta_raw,mean_abs_delta_raw_flipped,std_abs_delta_raw_flipped,feature_rank
LSTM,lstm,PGD,0.05,IPv,0.0498448542059958,0.0022224966115777234,1.862645149230957e-09,0.050000011920928955,0.049922630989986935,0.0014727509652981258,18
LSTM,lstm,PGD,0.05,IRC,0.04983175762172788,0.0024020752332026846,1.862645149230957e-09,0.05000000074505806,0.04951670361291815,0.004101990922116429,19
LSTM,lstm,PGD,0.05,Telnet,0.04981173485144973,0.0024727853262555906,1.862645149230957e-09,0.05000000074505806,0.04940224326204059,0.004403722097423625,20
LSTM,lstm,PGD,0.05,cwr_flag_number,0.04977349735300988,0.0028008945424835316,1.862645149230957e-09,0.05000000074505806,0.0493021934660056,0.005055438063936242,21
LSTM,lstm,PGD,0.05,syn_count,0.04970730960879475,0.003086614559311635,1.862645149230957e-09,0.0500030517578125,0.04950857874229068,0.0040172789508112,22
LSTM,lstm,PGD,0.05,ARP,0.049693103268407285,0.0031063585256244134,1.862645149230957e-09,0.050000011920928955,0.04926247543698824,0.004698657796510709,23
LSTM,lstm,PGD,0.05,ICMP,0.04967182185940444,0.0031593579577774747,1.862645149230957e-09,0.050000011920928955,0.049753373084478754,0.0028160860804432534,24
LSTM,lstm,PGD,0.05,LLC,0.0496690672397241,0.0033461956607088415,1.862645149230957e-09,0.050000011920928955,0.04940054736518221,0.004639891968669516,25
LSTM,lstm,PGD,0.05,ece_flag_number,0.04966253469876945,0.003310467686231321,1.862645149230957e-09,0.05000000074505806,0.04878578735950351,0.00628565832926082,26
LSTM,lstm,PGD,0.05,fin_count,0.049645232247784735,0.003384596207741686,1.862645149230957e-09,0.0500030517578125,0.049179561957381095,0.005132767146916962,27
LSTM,lstm,PGD,0.05,TCP,0.04963791508596391,0.0035675964587045337,1.862645149230957e-09,0.050000011920928955,0.04937843623249462,0.004522872573396471,28
LSTM,lstm,PGD,0.05,DHCP,0.04955628452397883,0.0038205431553139132,1.862645149230957e-09,0.05000000074505806,0.049130019302541496,0.005481535848035349,29
LSTM,lstm,PGD,0.05,ack_flag_number,0.049538329470269385,0.003808164094879693,1.862645149230957e-09,0.050000011920928955,0.048398442338192786,0.006894326567950993,30
LSTM,lstm,PGD,0.05,rst_count,0.04951752098456025,0.003908820570139076,1.862645149230957e-09,0.0500030517578125,0.0487123144832726,0.006129900605825914,31
LSTM,lstm,PGD,0.05,HTTP,0.04951693084537983,0.004035157728838829,1.862645149230957e-09,0.050000011920928955,0.048998221199807956,0.005722496679570956,32
LSTM,lstm,PGD,0.05,SMTP,0.04950857836693525,0.004078995803440268,1.862645149230957e-09,0.05000000074505806,0.04825729637079964,0.007826537173598281,33
LSTM,lstm,PGD,0.05,rst_flag_number,0.04950272630568594,0.0036138193673138537,1.862645149230957e-09,0.050000011920928955,0.047949642068489014,0.006851137085495176,34
LSTM,lstm,PGD,0.05,HTTPS,0.04944857168182731,0.0043782960024723455,1.862645149230957e-09,0.050000011920928955,0.04866425081755117,0.006854144106360678,35
LSTM,lstm,PGD,0.05,syn_flag_number,0.04941697449158877,0.004464877680280359,1.862645149230957e-09,0.050000011920928955,0.04750595839997263,0.009049506974818291,36
LSTM,lstm,PGD,0.05,DNS,0.04918725958235562,0.005265049295379868,1.862645149230957e-09,0.050000011920928955,0.047322672732360405,0.00951893501493265,37
LSTM,lstm,PGD,0.05,SSH,0.04887855055950582,0.005951343143384156,1.862645149230957e-09,0.050000011920928955,0.047705161153591594,0.008493181106172289,38
LSTM,lstm,PGD,0.05,IAT,4.620839316133193e-05,2.2101512175391653e-06,1.3815651042897031e-11,4.636046179079534e-05,4.616838718556707e-05,2.6140475679184045e-06,39
LSTM,lstm,PGD,0.10,Tot sum,4742.544614363191,700.5667761967239,0.0,4893.901166796684,4591.04182798253,995.8830394487027,1
LSTM,lstm,PGD,0.10,Variance,4385.336027729484,360.57210925888194,0.0,4431.80368244648,4319.630554578675,556.2947850560303,2
LSTM,lstm,PGD,0.10,Rate,2412.0780401693855,317.4247889121832,0.0,2475.1983764226316,2369.152076832074,414.5044606447767,3
LSTM,lstm,PGD,0.10,Max,100.27674138824054,8.52135063478266,0.0,101.40038681030273,98.26618952196563,14.091106991654257,4
LSTM,lstm,PGD,0.10,Tot size,50.865365272117835,5.4839391723861555,0.0,51.800074100494385,49.778001961267194,7.842561207796803,5
LSTM,lstm,PGD,0.10,AVG,50.84744586216498,5.458501272034606,0.0,51.800074100494385,49.55675259875189,8.201325344599589,6
LSTM,lstm,PGD,0.10,Std,20.963857830602073,1.0802080951431516,3.921092854852759e-07,21.05128727419651,20.914796861538115,1.2644060817605212,7
LSTM,lstm,PGD,0.10,Number,8.725702862418071,1.2500670455530527,3.3527612686157227e-07,9.000002145767212,8.396412584740112,1.7987087058622864,8
LSTM,lstm,PGD,0.10,Header_Length,1.1986245810725795,0.08598181452707175,0.0,1.2080002803802472,1.1879191125679587,0.12574555382616873,9
LSTM,lstm,PGD,0.10,Protocol Type,1.0914095495280622,0.07944610989057306,0.0,1.100000262260437,1.0843558110007359,0.10782641189700733,10
LSTM,lstm,PGD,0.10,ack_count,0.6777334004643559,0.10172470603673936,0.0,0.7000026702880859,0.6449297581976826,0.1539372933385851,11
LSTM,lstm,PGD,0.10,Min,0.575676045075953,0.0930962375420261,2.2351741790771484e-08,0.60003662109375,0.5613141239212412,0.11131742752821112,12
LSTM,lstm,PGD,0.10,Time_To_Live,0.18905954756610172,0.015652999547602346,0.0,0.1910047378623858,0.1885354546024695,0.01806704232864575,13
LSTM,lstm,PGD,0.10,fin_flag_number,0.09961491481408477,0.005050166413998284,3.725290298461914e-09,0.10000002384185791,0.09914108123865935,0.007782309833455862,14
LSTM,lstm,PGD,0.10,psh_flag_number,0.09940752598002553,0.006099606405008499,3.725290298461914e-09,0.10000002384185791,0.09909707331203138,0.0075207980316649384,15
LSTM,lstm,PGD,0.10,IGMP,0.09938445255182683,0.006374777131378703,3.725290298461914e-09,0.10000000149011612,0.09872438868682833,0.009232982009665453,16
LSTM,lstm,PGD,0.10,UDP,0.09932203152537346,0.006651183932668629,3.725290298461914e-09,0.10000002384185791,0.09861139139030527,0.009749000856503836,17
LSTM,lstm,PGD,0.10,TCP,0.09932173203088343,0.0067668905857512325,3.725290298461914e-09,0.10000002384185791,0.09888456277336422,0.008689156597094036,18
LSTM,lstm,PGD,0.10,Telnet,0.09926058843746781,0.006789062864883985,3.725290298461914e-09,0.10000000149011612,0.09848046892654157,0.009649002190081617,19
LSTM,lstm,PGD,0.10,cwr_flag_number,0.09925785961396992,0.006901753723494564,3.725290298461914e-09,0.10000000149011612,0.0985178812211216,0.010091126229151611,20
LSTM,lstm,PGD,0.10,IRC,0.09922284283615648,0.006938317134540695,3.725290298461914e-09,0.10000000149011612,0.09841115772546781,0.00993471646678867,21
LSTM,lstm,PGD,0.10,IPv,0.09912308614753186,0.0076733774703147605,3.725290298461914e-09,0.10000002384185791,0.09922109911611796,0.007148521702233825,22
LSTM,lstm,PGD,0.10,LLC,0.09880353845052421,0.00896057580264184,3.725290298461914e-09,0.10000002384185791,0.09708134292058192,0.014094041650506666,23
LSTM,lstm,PGD,0.10,syn_flag_number,0.09867301674418151,0.008897762166818363,3.725290298461914e-09,0.10000002384185791,0.09663977718061573,0.013838119997968606,24
LSTM,lstm,PGD,0.10,DHCP,0.09859800832971931,0.009610633017132062,3.725290298461914e-09,0.10000000149011612,0.09717558100444576,0.0136795284737752,25
LSTM,lstm,PGD,0.10,syn_count,0.09857461380772292,0.009549595119996689,3.725290298461914e-09,0.10000038146972656,0.09726928265157435,0.013093852241312716,26
LSTM,lstm,PGD,0.10,HTTPS,0.09844835365340114,0.00978175023923813,3.725290298461914e-09,0.10000002384185791,0.09682674093901454,0.013664035187990442,27
LSTM,lstm,PGD,0.10,ICMP,0.09840880917102099,0.0097095898331348,3.725290298461914e-09,0.10000002384185791,0.0968246443118328,0.014109498344933726,28
LSTM,lstm,PGD,0.10,fin_count,0.09817422491997481,0.010971812380566125,3.725290298461914e-09,0.10000038146972656,0.09542067489307919,0.017189723618393254,29
LSTM,lstm,PGD,0.10,ARP,0.09804764301821589,0.011374971820033124,3.725290298461914e-09,0.10000002384185791,0.09452557688447963,0.018657636026195717,30
LSTM,lstm,PGD,0.10,HTTP,0.09794818974323571,0.011403132337485255,3.725290298461914e-09,0.10000002384185791,0.09470383855528798,0.018019185271627262,31
LSTM,lstm,PGD,0.10,ece_flag_number,0.09792904619537295,0.011805753675549348,3.725290298461914e-09,0.10000000149011612,0.09528592288257953,0.017657577564793588,32
LSTM,lstm,PGD,0.10,rst_flag_number,0.09783371835112571,0.012118467416990386,3.725290298461914e-09,0.10000002384185791,0.0945507550112667,0.01877012094200125,33
LSTM,lstm,PGD,0.10,SMTP,0.09738636183448136,0.012863225984067897,3.725290298461914e-09,0.10000000149011612,0.09450991801945932,0.01867998782018203,34
LSTM,lstm,PGD,0.10,ack_flag_number,0.09683801707364618,0.014415162357039185,3.725290298461914e-09,0.10000002384185791,0.09158722690679462,0.02277419091539221,35
LSTM,lstm,PGD,0.10,DNS,0.09675468796655536,0.01503589117545776,3.725290298461914e-09,0.10000002384185791,0.09157736663526823,0.023908673717888348,36
LSTM,lstm,PGD,0.10,rst_count,0.09671183902785183,0.014566891720278332,3.725290298461914e-09,0.10000038146972656,0.09284393726581376,0.02130272895490156,37
LSTM,lstm,PGD,0.10,SSH,0.0962692964194715,0.014967931604802793,3.725290298461914e-09,0.10000002384185791,0.09344914391937872,0.01880470218838756,38
LSTM,lstm,PGD,0.10,IAT,9.197581470505318e-05,6.665264373491426e-06,0.0,9.272092358159068e-05,9.183624854383258e-05,7.382492378876376e-06,39
LSTM,lstm,PGD,0.30,Tot sum,13247.340962014883,3488.4703203371027,0.0,14681.703500390053,12953.193702503357,3853.025608249557,1
LSTM,lstm,PGD,0.30,Variance,12505.133544525585,2555.0030439434972,0.0,13294.73484903574,12314.843630160294,2845.4861136146183,2
LSTM,lstm,PGD,0.30,Rate,6689.755751109103,1813.1332944407475,0.0,7425.5715240267455,6463.337462338625,2035.7393671805967,3
LSTM,lstm,PGD,0.30,Max,278.4845800800202,67.28033541241147,0.0,304.20019340515137,272.9990560569805,73.5808617907174,4
LSTM,lstm,PGD,0.30,AVG,147.9149486466257,27.254055456496648,0.0,155.40009880065918,146.36049016838433,29.822509954142966,5
LSTM,lstm,PGD,0.30,Tot size,146.5754298372782,28.95933224231967,0.0,155.40009880065918,144.27731192405807,32.319703784542114,6
LSTM,lstm,PGD,0.30,Std,62.06611559539781,6.290526835121666,0.0,63.153661062635365,61.84472977999028,6.906535598984441,7
LSTM,lstm,PGD,0.30,Number,24.89228588862084,5.839346921309802,0.0,27.000006437301636,24.312261111201053,6.503737907704647,8
LSTM,lstm,PGD,0.30,Header_Length,3.5311477411363303,0.4590018156014433,0.0,3.6240008411407416,3.5045425250532447,0.5178007534542155,9
LSTM,lstm,PGD,0.30,Protocol Type,3.232804938026667,0.38046424753410335,0.0,3.3000001311302185,3.217353116904043,0.4210485540047558,10
LSTM,lstm,PGD,0.30,ack_count,2.032185637820363,0.29888698358593707,0.0,2.100001335144043,2.008027748830379,0.3459845680114644,11
LSTM,lstm,PGD,0.30,Min,1.7376913012647628,0.25548712769047843,0.0,1.800018310546875,1.7342837233447224,0.26582079011666926,12
LSTM,lstm,PGD,0.30,Time_To_Live,0.546932863716163,0.09856727662427182,0.0,0.5730069275014102,0.5419501296977612,0.10772524783013908,13
LSTM,lstm,PGD,0.30,ICMP,0.29250154723405836,0.0375811656440505,0.0,0.30000001192092896,0.29004814059841844,0.043161784012954965,14
LSTM,lstm,PGD,0.30,Telnet,0.2923898935776949,0.03821030806685343,0.0,0.30000001192092896,0.28963368100975295,0.04447660714201467,15
LSTM,lstm,PGD,0.30,fin_flag_number,0.2913476033270359,0.040125458948884966,0.0,0.30000001192092896,0.28775644604747863,0.04756909782455603,16
LSTM,lstm,PGD,0.30,cwr_flag_number,0.2905995353889465,0.042965754733671396,0.0,0.30000001192092896,0.28767395266581897,0.04903992560951548,17
LSTM,lstm,PGD,0.30,UDP,0.290310576492548,0.04397195049525289,0.0,0.30000001192092896,0.2871676873309324,0.050630289080616946,18
LSTM,lstm,PGD,0.30,TCP,0.28907841284155844,0.04590954703169532,0.0,0.30000001192092896,0.2855437483523869,0.052726702799747754,19
LSTM,lstm,PGD,0.30,IRC,0.28769976386785506,0.04727591746280944,0.0,0.30000001192092896,0.2851835150561856,0.05210075421801792,20
LSTM,lstm,PGD,0.30,syn_count,0.28717469742596147,0.04884113767533323,0.0,0.3000030517578125,0.28520539351492846,0.05296575888029718,21
LSTM,lstm,PGD,0.30,IPv,0.28709888511121273,0.05072416034741385,0.0,0.30000001192092896,0.2834360254225942,0.05735441929411747,22
LSTM,lstm,PGD,0.30,ece_flag_number,0.2867941537827253,0.04978174244878359,0.0,0.30000001192092896,0.2838757097131046,0.05480432148622679,23
LSTM,lstm,PGD,0.30,LLC,0.28673452603280547,0.05028133756658788,0.0,0.30000001192092896,0.28163110611911235,0.058715634175194986,24
LSTM,lstm,PGD,0.30,IGMP,0.2867055007642508,0.050400441297790304,0.0,0.30000001192092896,0.2823067396972943,0.05789252447952616,25
LSTM,lstm,PGD,0.30,ARP,0.28559818549096583,0.052060991633840904,0.0,0.30000001192092896,0.2824180539430184,0.057327752159511046,26
LSTM,lstm,PGD,0.30,DNS,0.28397033188521864,0.05386339341189394,0.0,0.30000001192092896,0.2790470306198565,0.060730008823235315,27
LSTM,lstm,PGD,0.30,syn_flag_number,0.283040898720026,0.05523470785117353,0.0,0.30000001192092896,0.27617384978169496,0.06452950762759577,28
LSTM,lstm,PGD,0.30,DHCP,0.28213290279626846,0.05675704338816459,0.0,0.30000001192092896,0.27663939172368823,0.06440403794148264,29
LSTM,lstm,PGD,0.30,rst_flag_number,0.27778185720264914,0.06442921679166486,0.0,0.30000001192092896,0.2705774597066751,0.0729791293205973,30
LSTM,lstm,PGD,0.30,HTTPS,0.2775712871181965,0.06260982795064295,0.0,0.30000001192092896,0.27081491814935804,0.07037256615047961,31
LSTM,lstm,PGD,0.30,SMTP,0.27685459967255593,0.06638167387220198,0.0,0.30000001192092896,0.2763285592179071,0.06766787013401156,32
LSTM,lstm,PGD,0.30,rst_count,0.2766702151608467,0.06466169945414597,0.0,0.3000030517578125,0.27080800553900614,0.07124255944533064,33
LSTM,lstm,PGD,0.30,SSH,0.27632823235690596,0.06186968179702819,0.0,0.30000001192092896,0.2697753161072459,0.0694681002673954,34
LSTM,lstm,PGD,0.30,HTTP,0.2757337638282776,0.06325303887564969,0.0,0.30000001192092896,0.27348985779089113,0.06650677637513501,35
LSTM,lstm,PGD,0.30,psh_flag_number,0.2755201823341846,0.06977718620109967,0.0,0.30000001192092896,0.2709564280270618,0.07443898266330022,36
LSTM,lstm,PGD,0.30,ack_flag_number,0.26873243416428566,0.07567904532613506,0.0,0.30000001192092896,0.25885936927859376,0.08648686018937816,37
LSTM,lstm,PGD,0.30,fin_count,0.25857421555042265,0.08494819158501246,0.0,0.3000030517578125,0.2497149801784402,0.09089168965613686,38
LSTM,lstm,PGD,0.30,IAT,0.00026702891301560045,4.446731846754088e-05,0.0,0.0002781486235181041,0.00026434190056202574,4.947961972758933e-05,39
MLP,mlp,CW,0,Tot sum,6863.514784565563,9212.63996203273,0.0,38112.69027757645,15405.607485879178,10283.621024958613,1
MLP,mlp,CW,0,Variance,2916.482483308609,5669.843583188199,0.0,24017.269791765284,7562.215166540768,8245.289396600512,2
MLP,mlp,CW,0,Rate,1589.0902303564485,2450.3004217288235,0.0,20217.245801466997,3283.5786152695264,2830.9993211800734,3
MLP,mlp,CW,0,Max,42.649835523976385,70.89009070938876,0.0,548.1974730491638,69.3816690628316,69.42594444294538,4
MLP,mlp,CW,0,AVG,36.32954934110857,61.90202994959707,0.0,386.93543753027916,88.57790207651348,87.93103297810168,5
MLP,mlp,CW,0,Tot size,30.055917987706465,51.45117892625031,0.0,459.27395820245147,68.1330529361199,73.85097305268621,6
MLP,mlp,CW,0,Number,10.792286883109433,14.685234904689898,0.0,69.31356489658356,22.608296949358344,16.055643902775767,7
MLP,mlp,CW,0,Std,10.412626769583122,18.96534689286851,0.0,121.78716156717928,23.467934544618213,25.103312978420483,8
MLP,mlp,CW,0,Header_Length,1.8366207007017674,2.3695781371424998,0.0,10.439239235750165,4.0321737790912815,2.310292519504006,9
MLP,mlp,CW,0,Protocol Type,0.8282943344997697,1.2704293044248987,0.0,8.581730604171753,1.849622749818545,1.4003379569704435,10
MLP,mlp,CW,0,ack_count,0.34213109098807604,0.5245258577281566,0.0,3.0156117230653763,0.7193680339751788,0.575614004422745,11
MLP,mlp,CW,0,Min,0.22592952429247293,0.47350556519503384,0.0,4.539780020713806,0.42846797488114874,0.5782579135854576,12
MLP,mlp,CW,0,psh_flag_number,0.11880671031340818,0.15300471585225858,0.0,0.8280285000801086,0.2321814433441753,0.16033485862630348,13
MLP,mlp,CW,0,UDP,0.10753021596986116,0.16140665976524118,0.0,0.7867445349693298,0.24567796794335242,0.18350599056202388,14
MLP,mlp,CW,0,HTTPS,0.10624778892584444,0.15307451758622292,0.0,0.8879384398460388,0.23364270597486284,0.17593187827203535,15
MLP,mlp,CW,0,SSH,0.10309557860262153,0.14095891980753736,0.0,1.012052297592163,0.1981669508992631,0.15015571656228194,16
MLP,mlp,CW,0,rst_flag_number,0.10152457662857152,0.14835539322666086,0.0,0.6689584255218506,0.24470753092740805,0.1767241007153533,17
MLP,mlp,CW,0,ICMP,0.09903941009781499,0.14147025026923354,0.0,0.7898035049438477,0.21118745669696593,0.14425874607151898,18
MLP,mlp,CW,0,HTTP,0.09587464192040876,0.13657768456058952,0.0,0.675550103187561,0.19668477997053666,0.15245521870573803,19
MLP,mlp,CW,0,syn_flag_number,0.09405433456635524,0.12703433652321414,0.0,0.5205108523368835,0.20580662417833495,0.13710761103178795,20
MLP,mlp,CW,0,ack_flag_number,0.07590373584916423,0.11559291542849595,0.0,0.6044518947601318,0.16373820126277844,0.1287457584734922,21
MLP,mlp,CW,0,DNS,0.05244784996767034,0.09252890450673125,0.0,0.8069973587989807,0.1263963183994305,0.13283532956937197,22
MLP,mlp,CW,0,LLC,0.05081801333768512,0.08026731407065123,0.0,0.658583402633667,0.10203983119293672,0.0909559116280186,23
MLP,mlp,CW,0,rst_count,0.04905615656167531,0.08351014369249511,0.0,0.5538842678070068,0.08198317363363801,0.0914167655141281,24
MLP,mlp,CW,0,ARP,0.04783769365880158,0.07560603659184684,0.0,0.43336978554725647,0.10816218738501696,0.09997615268496883,25
MLP,mlp,CW,0,IPv,0.047379033849949626,0.07370578563386973,0.0,0.5944207906723022,0.09214983605963047,0.07694918688402234,26
MLP,mlp,CW,0,fin_count,0.045681775324113404,0.0728409417337313,0.0,0.4826398491859436,0.07926365454763196,0.08420870925234386,27
MLP,mlp,CW,0,TCP,0.041198834743875194,0.07253273124103483,0.0,0.5674252510070801,0.07082032134182142,0.074833699089315,28
MLP,mlp,CW,0,fin_flag_number,0.03827887025681848,0.06224344230896821,0.0,0.580066442489624,0.06999011386949082,0.06607479060155486,29
MLP,mlp,CW,0,syn_count,0.037404448753594915,0.06534450960577991,0.0,0.4446398913860321,0.060090536390724446,0.06995906770455114,30
MLP,mlp,CW,0,Time_To_Live,0.022555330235905877,0.03669494499843751,0.0,0.4796320956083946,0.04559595228782034,0.04190709788518578,31
MLP,mlp,CW,0,cwr_flag_number,0.010925457668688904,0.018951730798953598,0.0,0.1918051540851593,0.023003153205818482,0.021321219325582588,32
MLP,mlp,CW,0,IRC,0.00937710558971532,0.015116111257778609,0.0,0.3156220018863678,0.019478692309068565,0.018819344118835794,33
MLP,mlp,CW,0,Telnet,0.008962865212147626,0.01593487590595224,0.0,0.1623467653989792,0.018210771116273484,0.018013188665365526,34
MLP,mlp,CW,0,IGMP,0.008928262784950493,0.015318112837392876,0.0,0.2639389932155609,0.01920360074234079,0.020436755034758756,35
MLP,mlp,CW,0,ece_flag_number,0.008582439160812647,0.013429655613962007,0.0,0.17373599112033844,0.018263662834050627,0.016732838023802665,36
MLP,mlp,CW,0,SMTP,0.008509199552955616,0.013971972055871114,0.0,0.19085995852947235,0.017539493042209316,0.017889901931431754,37
MLP,mlp,CW,0,DHCP,0.008384621325082116,0.012988350181158837,0.0,0.14847923815250397,0.016995898395763362,0.015579268117061626,38
MLP,mlp,CW,0,IAT,2.8604312058129397e-05,5.058175953944042e-05,0.0,0.0004086361765783706,6.084690878809778e-05,6.72359847638319e-05,39
MLP,mlp,FGSM,0.05,Tot sum,2446.949586230116,0.000994866841808038,2446.9476664066315,2446.950583398342,2446.9500358273935,0.00014425815758775632,1
MLP,mlp,FGSM,0.05,Variance,2215.767578517549,0.015788748253057417,2215.2256429195404,2215.90184122324,2215.7667599787724,0.006537071762240465,2
MLP,mlp,FGSM,0.05,Rate,1237.5943865648378,0.0010789915595866557,1237.5755829701666,1237.5991882113158,1237.594257775164,0.0009142844785684481,3
MLP,mlp,FGSM,0.05,Max,50.699991818244385,3.103256485842626e-05,50.69995164871216,50.70019340515137,50.699994089517865,2.1320837039159985e-05,4
MLP,mlp,FGSM,0.05,AVG,25.899996903960073,1.2456520756970077e-05,25.899975299835205,25.90009880065918,25.899999404587465,7.232161291014835e-06,5
MLP,mlp,FGSM,0.05,Tot size,25.8999968945962,1.245865568921326e-05,25.899975299835205,25.90009880065918,25.899999393407278,7.246357607671338e-06,6
MLP,mlp,FGSM,0.05,Std,10.525602733070698,9.044972779944291e-06,10.525442877144087,10.525643637098256,10.52560351711681,6.5943249265584816e-06,7
MLP,mlp,FGSM,0.05,Number,4.499999791072682,1.3994052251385533e-06,4.499995708465576,4.500001072883606,4.499999731261098,1.3240311973890225e-06,8
MLP,mlp,FGSM,0.05,Header_Length,0.603999870309143,3.0231895456881067e-07,0.6039994201660193,0.6040001401901236,0.6039999639429109,2.325011426032298e-07,9
MLP,mlp,FGSM,0.05,Protocol Type,0.5499999235232175,2.3287776715579864e-07,0.549999475479126,0.5500001311302185,0.549999931256667,2.206878236844032e-07,10
MLP,mlp,FGSM,0.05,ack_count,0.3500001313176751,4.712599113592559e-07,0.34999966621398926,0.35000133514404297,0.3500000043290492,2.480791908391515e-07,11
MLP,mlp,FGSM,0.05,Min,0.3000011317840219,4.948021963185328e-06,0.2999267578125,0.300018310546875,0.30000000975395824,1.7350732947942683e-06,12
MLP,mlp,FGSM,0.05,Time_To_Live,0.09550016524786628,8.866245623272647e-07,0.09549872588831931,0.0955060119740665,0.09550007938280529,5.231369739241307e-07,13
MLP,mlp,FGSM,0.05,syn_count,0.0500003953152895,1.0404352635245065e-06,0.049999237060546875,0.0500030517578125,0.050000162108115316,6.994815247624192e-07,14
MLP,mlp,FGSM,0.05,rst_count,0.050000143342018126,6.774282881711115e-07,0.049999237060546875,0.0500030517578125,0.050000002834328636,1.4854882327296217e-07,15
MLP,mlp,FGSM,0.05,fin_count,0.050000140216350554,6.436144195650263e-07,0.049999237060546875,0.0500030517578125,0.050000000870241625,1.4115323097220177e-08,16
MLP,mlp,FGSM,0.05,ICMP,0.05000000176206231,3.2142822786855827e-09,0.05000000074505806,0.050000011920928955,0.05000000074505806,0.0,17
MLP,mlp,FGSM,0.05,fin_flag_number,0.05000000126630068,2.3566175639683113e-09,0.05000000074505806,0.050000011920928955,0.05000000074505806,0.0,18
MLP,mlp,FGSM,0.05,psh_flag_number,0.05000000123843551,3.7012585088620525e-09,0.04999995231628418,0.050000011920928955,0.05000000076376365,1.5615958258359475e-09,19
MLP,mlp,FGSM,0.05,SSH,0.050000000749081376,2.1200906925317848e-10,0.05000000074505806,0.050000011920928955,0.05000000074505806,0.0,20
MLP,mlp,FGSM,0.05,IGMP,0.05000000074505806,0.0,0.05000000074505806,0.05000000074505806,0.05000000074505806,0.0,21
MLP,mlp,FGSM,0.05,SMTP,0.05000000074505806,0.0,0.05000000074505806,0.05000000074505806,0.05000000074505806,0.0,22
MLP,mlp,FGSM,0.05,ece_flag_number,0.05000000074505806,0.0,0.05000000074505806,0.05000000074505806,0.05000000074505806,0.0,23
MLP,mlp,FGSM,0.05,cwr_flag_number,0.05000000074505806,0.0,0.05000000074505806,0.05000000074505806,0.05000000074505806,0.0,24
MLP,mlp,FGSM,0.05,DHCP,0.05000000074505806,0.0,0.05000000074505806,0.05000000074505806,0.05000000074505806,0.0,25
MLP,mlp,FGSM,0.05,Telnet,0.05000000074505806,0.0,0.05000000074505806,0.05000000074505806,0.05000000074505806,0.0,26
MLP,mlp,FGSM,0.05,IRC,0.05000000074505806,0.0,0.05000000074505806,0.05000000074505806,0.05000000074505806,0.0,27
MLP,mlp,FGSM,0.05,ARP,0.05000000073760748,7.028468786351467e-10,0.04999995231628418,0.050000011920928955,0.05000000072635247,9.515980847562792e-10,28
MLP,mlp,FGSM,0.05,IPv,0.050000000729113814,1.0448206189822994e-09,0.04999995231628418,0.050000011920928955,0.05000000071196355,1.3634239917475289e-09,29
MLP,mlp,FGSM,0.05,DNS,0.050000000727027656,9.76115449695584e-10,0.04999995231628418,0.050000011920928955,0.05000000074937473,2.1959955802069297e-10,30
MLP,mlp,FGSM,0.05,LLC,0.05000000072196126,1.1652572284542003e-09,0.04999995231628418,0.050000011920928955,0.05000000068894129,1.6475792393791188e-09,31
MLP,mlp,FGSM,0.05,HTTP,0.049999999805539846,8.065606367218698e-09,0.04999995231628418,0.050000011920928955,0.05000000043569637,5.667891280251087e-09,32
MLP,mlp,FGSM,0.05,HTTPS,0.049999999487400054,1.0580628660017814e-08,0.04999995231628418,0.050000011920928955,0.04999999906874937,1.1258010932688982e-08,33
MLP,mlp,FGSM,0.05,rst_flag_number,0.049999998413622376,1.0682119258120485e-08,0.04999995231628418,0.050000011920928955,0.050000000674552375,1.9148960294820914e-09,34
MLP,mlp,FGSM,0.05,syn_flag_number,0.04999999754458666,1.3720923780485163e-08,0.04999995231628418,0.050000011920928955,0.050000000404040755,6.5498110768527486e-09,35
MLP,mlp,FGSM,0.05,ack_flag_number,0.04999999647974968,1.6418257789331393e-08,0.04999995231628418,0.050000011920928955,0.04999999794785283,1.3228111487097498e-08,36
MLP,mlp,FGSM,0.05,UDP,0.0499999957819283,1.6076011073279356e-08,0.04999995231628418,0.050000011920928955,0.04999999339951655,2.0200023632822265e-08,37
MLP,mlp,FGSM,0.05,TCP,0.04999999134689569,2.2627561744264423e-08,0.04999995231628418,0.050000011920928955,0.04999999022819951,2.1956262500469198e-08,38
MLP,mlp,FGSM,0.05,IAT,4.635761065859397e-05,2.4112923253669194e-10,4.6356924984128356e-05,4.636046179079534e-05,4.635762569699233e-05,1.5288006038545802e-10,39
MLP,mlp,FGSM,0.10,Tot sum,4893.900360378624,0.0005513616903744816,4893.895332813263,4893.901166796684,4893.900076249074,0.0002009818430522677,1
MLP,mlp,FGSM,0.10,Variance,4431.533847980396,0.013338725728795632,4431.46558329463,4431.80368244648,4431.534156822102,0.008935024013191468,2
MLP,mlp,FGSM,0.10,Rate,2475.18907613117,0.0010804669743098363,2475.151165940333,2475.1983764226316,2475.189091839701,0.0007545317656436154,3
MLP,mlp,FGSM,0.10,Max,101.40000081687235,2.8069705484168207e-05,101.39990329742432,101.40038681030273,101.39999837655434,2.2416577659205226e-05,4
MLP,mlp,FGSM,0.10,AVG,51.80000258735221,1.0698295560123678e-05,51.79995059967041,51.800074100494385,51.8000005567806,7.82497413691317e-06,5
MLP,mlp,FGSM,0.10,Tot size,51.8000018176092,1.108634476243048e-05,51.79995059967041,51.8000123500824,51.80000051409821,7.794172198240039e-06,6
