model,model_tag,attack,eps,feature_name,mean_abs_delta_raw,std_abs_delta_raw,min_abs_delta_raw,max_abs_delta_raw,mean_abs_delta_raw_flipped,std_abs_delta_raw_flipped,feature_rank
LSTM,lstm,FGSM,0.05,cwr_flag_number,0.05000000074505806,0.0,0.05000000074505806,0.05000000074505806,0.05000000074505806,0.0,24
LSTM,lstm,FGSM,0.05,DHCP,0.05000000074505806,0.0,0.05000000074505806,0.05000000074505806,0.05000000074505806,0.0,25
LSTM,lstm,FGSM,0.05,Telnet,0.05000000074505806,0.0,0.05000000074505806,0.05000000074505806,0.05000000074505806,0.0,26
LSTM,lstm,FGSM,0.05,IRC,0.05000000074505806,0.0,0.05000000074505806,0.05000000074505806,0.05000000074505806,0.0,27
LSTM,lstm,FGSM,0.05,ARP,0.05000000073999167,6.365577237233194e-10,0.04999995231628418,0.050000011920928955,0.050000000748002954,1.8139205424723135e-10,28
LSTM,lstm,FGSM,0.05,DNS,0.050000000738948586,7.134423109773135e-10,0.04999995231628418,0.050000011920928955,0.050000000748002954,1.8139205424723308e-10,29
LSTM,lstm,FGSM,0.05,LLC,0.050000000731498004,1.0014502621756792e-09,0.04999995231628418,0.050000011920928955,0.05000000075094785,2.5649329404959947e-10,30
LSTM,lstm,FGSM,0.05,IPv,0.050000000731498004,1.00145026217568e-09,0.04999995231628418,0.050000011920928955,0.050000000735241745,8.067372017555434e-10,31
LSTM,lstm,FGSM,0.05,HTTP,0.049999999853223565,7.960211990502191e-09,0.04999995231628418,0.050000011920928955,0.04999999958378838,8.001115208917596e-09,32
LSTM,lstm,FGSM,0.05,HTTPS,0.04999999934434891,1.0811960547803663e-08,0.04999995231628418,0.050000011920928955,0.04999999896143422,1.1753215837729932e-08,33
LSTM,lstm,FGSM,0.05,rst_flag_number,0.049999999097883704,9.55716276748685e-09,0.04999995231628418,0.050000011920928955,0.0500000006959765,1.8033849738658644e-09,34
LSTM,lstm,FGSM,0.05,syn_flag_number,0.04999999739199877,1.3890576008629033e-08,0.04999995231628418,0.050000011920928955,0.049999992980355484,1.8328401246400504e-08,35
LSTM,lstm,FGSM,0.05,UDP,0.04999999661162496,1.533221806536643e-08,0.04999995231628418,0.050000011920928955,0.04999999407192935,1.9333331126789227e-08,36
