task,model,class_index,class_name,support,precision,recall,f1,roc_auc_ovr
34class,rf,5,DDOS-HTTP_FLOOD,5519,0.8963302752293578,0.7080992933502446,0.7911731956675777,0.9987350734960379
34class,rf,6,DDOS-ICMP_FLOOD,40000,0.9995746384426762,0.998725,0.9991496385964035,0.9999967012534456
34class,rf,7,DDOS-ICMP_FRAGMENTATION,39996,0.9898738630081914,0.9849734973497349,0.9874176003208261,0.9999724934136077
34class,rf,8,DDOS-PSHACK_FLOOD,40000,0.999549222408655,0.997825,0.9986863669915302,0.9999883082413699
34class,rf,9,DDOS-RSTFINFLOOD,40000,1.0,0.9988,0.9993996397838704,0.999991070455491
34class,rf,10,DDOS-SLOWLORIS,4480,0.732471671388102,0.9234375,0.8169431279620853,0.9996606993863275
34class,rf,11,DDOS-SYNONYMOUSIP_FLOOD,40000,0.4594180151900561,0.63665,0.5337049805618719,0.9720515968311607
34class,rf,12,DDOS-SYN_FLOOD,39999,0.4890981419003978,0.2428310707767694,0.32453473219953893,0.964612406410872
34class,rf,13,DDOS-TCP_FLOOD,39999,0.7002250102277376,0.5134878371959299,0.5924910934502603,0.9862240187570821
34class,rf,14,DDOS-UDP_FLOOD,39999,0.649582235181966,0.8688217205430135,0.7433741898222422,0.9910285875254802
34class,rf,15,DDOS-UDP_FRAGMENTATION,39996,0.9917950519395795,0.9882738273827383,0.9900313087038196,0.9999752762832195
34class,rf,16,DICTIONARYBRUTEFORCE,2504,0.9920212765957447,0.14896166134185304,0.2590277777777778,0.9726895519898036
34class,rf,17,DNS_SPOOFING,34293,0.7691407978757033,0.7095033971947627,0.7381194351327984,0.9892277778016048
34class,rf,18,DOS-HTTP_FLOOD,13759,0.8734338358458962,0.9474525764953848,0.9089387812020638,0.9993999814004315
34class,rf,19,DOS-SYN_FLOOD,39999,0.527402968936544,0.5853396334908373,0.5548630201914874,0.9758837630550995
34class,rf,20,DOS-TCP_FLOOD,39999,0.6155291790306627,0.7778944473611841,0.6872522059879181,0.9860840644728128
34class,rf,21,DOS-UDP_FLOOD,39998,0.7992896546512507,0.5288764438221911,0.6365551275878671,0.9909027013189453
34class,rf,22,MIRAI-GREETH_FLOOD,39997,0.9973342051656062,0.991499362452184,0.994408224674022,0.9999657192717308
34class,rf,23,MIRAI-GREIP_FLOOD,39998,0.9931443671627652,0.9959997999899995,0.9945700340777172,0.9999936970394308
34class,rf,24,MIRAI-UDPPLAIN,39997,0.9965233485905806,0.9961247093532015,0.9963239890970017,0.999992180092734
34class,rf,25,MITM-ARPSPOOFING,39998,0.7587516817474345,0.7190859542977149,0.7383864963737886,0.9879106848816359
34class,rf,26,RECON-HOSTDISCOVERY,25735,0.6572620850105247,0.6915873324266563,0.6739879577384784,0.9872211956488577
34class,rf,27,RECON-OSSCAN,18793,0.49797789161499056,0.09828127494279786,0.1641631854946227,0.9628874283007893
34class,rf,28,RECON-PINGSWEEP,432,0.0,0.0,0.0,0.9632063390432428
34class,rf,29,RECON-PORTSCAN,15746,0.5221688034188035,0.24831703289724374,0.33657570801411724,0.9643942925616268
34class,rf,30,SQLINJECTION,1004,0.9148936170212766,0.04282868525896414,0.0818268315889629,0.9678613880358087
34class,rf,31,UPLOADING_ATTACK,239,0.0,0.0,0.0,0.9773819227224146
34class,rf,32,VULNERABILITYSCAN,39999,0.5083784052825431,0.7660691517287932,0.6111715018000857,0.978356167649813
34class,rf,33,XSS,741,0.0,0.0,0.0,0.9788812473629908
34class,xgb,0,BACKDOOR_MALWARE,615,0.35106382978723405,0.05365853658536585,0.0930888575458392,0.9801031468258397
34class,xgb,1,BENIGN,39998,0.620628535011551,0.7791139556977849,0.6908990134131471,0.9855434727315037
34class,xgb,2,BROWSERHIJACKING,1126,0.6949891067538126,0.283303730017762,0.4025236593059937,0.9786475374893934
34class,xgb,3,COMMANDINJECTION,1034,0.6442307692307693,0.25918762088974856,0.3696551724137931,0.9850416986562578
34class,xgb,4,DDOS-ACK_FRAGMENTATION,39996,0.9910417135850662,0.9902240224022403,0.9906326992583699,0.9999839166645343
34class,xgb,5,DDOS-HTTP_FLOOD,5519,0.8875025992929924,0.7733285015401341,0.8264910921766073,0.999202164964211
34class,xgb,6,DDOS-ICMP_FLOOD,40000,0.9998498536072671,0.998875,0.9993621890671702,0.999998206239332
34class,xgb,7,DDOS-ICMP_FRAGMENTATION,39996,0.9873862644895924,0.9903240324032403,0.9888529665089688,0.9999812031435298
34class,xgb,8,DDOS-PSHACK_FLOOD,40000,0.9995495044549004,0.99845,0.9989994496973336,0.9999986022851388
34class,xgb,9,DDOS-RSTFINFLOOD,40000,0.9998999074143583,0.998975,0.9994372397233721,0.9999973623739344
34class,xgb,10,DDOS-SLOWLORIS,4480,0.8674226804123711,0.9390625,0.9018220793140407,0.999849581398135
34class,xgb,11,DDOS-SYNONYMOUSIP_FLOOD,40000,0.45790030709440116,0.6598,0.5406147259747841,0.9723148980836608
34class,xgb,12,DDOS-SYN_FLOOD,39999,0.48684390533084043,0.26690667266681667,0.34478749515566465,0.9650305284026062
34class,xgb,13,DDOS-TCP_FLOOD,39999,0.6900266165648975,0.5509137728443211,0.6126727277782411,0.9865131135641962
34class,xgb,14,DDOS-UDP_FLOOD,39999,0.6982494176257582,0.7568689217230431,0.7263784250683814,0.9912061873154142
34class,xgb,15,DDOS-UDP_FRAGMENTATION,39996,0.99000574669565,0.9906740674067407,0.990339794298854,0.9999830254765635
34class,xgb,16,DICTIONARYBRUTEFORCE,2504,0.7322738386308069,0.23921725239616615,0.36062612883804934,0.9760839660857363
34class,xgb,17,DNS_SPOOFING,34293,0.7673579528227518,0.7380223369200711,0.7524043106651802,0.9913847207778904
34class,xgb,18,DOS-HTTP_FLOOD,13759,0.9024693919900394,0.9482520532015408,0.924794442869294,0.9996283346436206
34class,xgb,19,DOS-SYN_FLOOD,39999,0.5498486427472582,0.5540138503462586,0.551923388251703,0.9766244810679605
34class,xgb,20,DOS-TCP_FLOOD,39999,0.626372710412803,0.7514937873446836,0.6832522616720462,0.9865046301301063
34class,xgb,21,DOS-UDP_FLOOD,39998,0.7337889557135047,0.6710835541777089,0.701036851314999,0.9911207273415835
34class,xgb,22,MIRAI-GREETH_FLOOD,39997,0.9968934763002305,0.9948746155961697,0.9958830227872811,0.9999868016770572
34class,xgb,23,MIRAI-GREIP_FLOOD,39998,0.9970508847345796,0.9973998699934997,0.9972253468316461,0.9999985825069336
34class,xgb,24,MIRAI-UDPPLAIN,39997,0.9981735845280092,0.9974748106107958,0.9978240752319736,0.999996798691569
34class,xgb,25,MITM-ARPSPOOFING,39998,0.7860578839663008,0.7394619730986549,0.762048309178744,0.9900023787729416
34class,xgb,26,RECON-HOSTDISCOVERY,25735,0.6756574031242216,0.7378278608898388,0.7053753854155058,0.9901107294199705
34class,xgb,27,RECON-OSSCAN,18793,0.4462866538777747,0.17330921087639015,0.24966463531485952,0.9659588624984927
34class,xgb,28,RECON-PINGSWEEP,432,0.22727272727272727,0.023148148148148147,0.04201680672268908,0.9650783411882019
34class,xgb,29,RECON-PORTSCAN,15746,0.5049217697647912,0.3094754223294805,0.38374611174548173,0.9682486427177249
34class,xgb,30,SQLINJECTION,1004,0.8125,0.0647410358565737,0.11992619926199262,0.9692085627730349
34class,xgb,31,UPLOADING_ATTACK,239,0.22727272727272727,0.02092050209205021,0.038314176245210725,0.9782927562367364
34class,xgb,32,VULNERABILITYSCAN,39999,0.5568275938230476,0.7563439085977149,0.6414290257606275,0.9810816596844697
34class,xgb,33,XSS,741,0.25,0.043184885290148446,0.07364787111622555,0.9797356068392644
